order_id,account_id,product_type,revenue,cogs,order_date,ship_date,status,tech_id
ORD005878,ACC002,Clear Aligner Set,511.62,187.48,2025-01-30,2025-02-10,Complete,TECH01
ORD005879,ACC007,Implant Abutment,215.06,63.78,2025-01-30,2025-02-05,Complete,TECH01
ORD005880,ACC013,Implant Abutment,179.76,63.38,2025-01-30,2025-02-05,Complete,TECH02
ORD005881,ACC010,Implant Abutment,216.37,67.88,2025-01-30,2025-02-04,Complete,TECH04
ORD005882,ACC003,Implant Crown,318.44,95.1,2025-01-30,2025-02-05,Complete,TECH02
ORD005883,ACC011,Partial Denture,401.64,181.72,2025-01-30,2025-02-08,Complete,TECH04
ORD005884,ACC008,Implant Crown,272.06,103.04,2025-01-30,2025-02-09,Complete,TECH02
ORD005885,ACC010,Clear Aligner Set,580.16,181.91,2025-01-30,2025-02-04,Complete,TECH01
ORD005886,ACC008,Clear Aligner Set,534.01,203.41,2025-01-30,2025-02-03,Complete,TECH01
ORD005887,ACC002,Veneer,121.09,42.97,2025-01-30,2025-02-11,Complete,TECH03
ORD005888,ACC001,Implant Abutment,223.12,67.14,2025-01-30,2025-02-09,Complete,TECH05
ORD005889,ACC006,Implant Crown,293.43,105.76,2025-01-30,2025-02-02,Complete,TECH04
ORD005890,ACC001,Implant Abutment,185.98,67.99,2025-01-30,2025-02-07,Complete,TECH03
ORD005891,ACC008,Veneer,123.84,40.57,2025-01-30,2025-02-07,Complete,TECH06
ORD005892,ACC008,Bridge 3-Unit,421.04,160.5,2025-01-30,2025-02-08,Complete,TECH05
ORD005893,ACC004,Partial Denture,430.18,160.58,2025-01-30,2025-02-10,Complete,TECH06
ORD005894,ACC013,Bridge 3-Unit,440.97,162.37,2025-01-30,2025-02-03,Complete,TECH02
ORD005895,ACC005,Bridge 3-Unit,397.7,170.16,2025-01-30,2025-02-11,Complete,TECH05
ORD005896,ACC013,Crown Zirconia,177.37,62.25,2025-01-30,2025-02-05,Complete,TECH04
ORD005897,ACC004,Nightguard,96.09,35.98,2025-01-30,2025-02-02,Complete,TECH04
ORD005898,ACC006,Crown PFM,153.26,63.91,2025-01-30,2025-02-07,Complete,TECH01
ORD005899,ACC011,Partial Denture,381.9,176.25,2025-01-30,2025-02-10,Complete,TECH02
ORD005900,ACC009,Implant Abutment,197.02,73.88,2025-01-30,2025-02-05,Complete,TECH01
ORD005901,ACC002,Nightguard,105.48,36.11,2025-01-30,2025-02-07,Complete,TECH06
ORD005902,ACC002,Crown PFM,161.96,65.44,2025-01-31,2025-02-10,Complete,TECH02
ORD005903,ACC005,Clear Aligner Set,496.36,176.19,2025-01-31,2025-02-11,Complete,TECH02
ORD005904,ACC009,Partial Denture,434.85,167.63,2025-01-31,2025-02-04,Complete,TECH04
ORD005905,ACC005,Nightguard,93.23,38.18,2025-01-31,2025-02-07,Complete,TECH03
ORD005906,ACC011,Nightguard,98.85,37.79,2025-01-31,2025-02-12,Complete,TECH02
ORD005907,ACC001,Bridge 3-Unit,480.03,155.18,2025-01-31,2025-02-08,Complete,TECH04
ORD005908,ACC001,Full Denture,638.27,311.2,2025-01-31,2025-02-04,Complete,TECH06
ORD005909,ACC003,Implant Crown,315.88,98.96,2025-01-31,2025-02-12,Complete,TECH05
ORD005910,ACC007,Partial Denture,393.13,166.28,2025-01-31,2025-02-05,Complete,TECH02
ORD005911,ACC003,Partial Denture,390.32,193.29,2025-01-31,2025-02-03,Complete,TECH04
ORD005912,ACC006,Clear Aligner Set,511.13,185.38,2025-01-31,2025-02-03,Complete,TECH02
ORD005913,ACC007,Implant Crown,322.36,86.74,2025-01-31,2025-02-12,Complete,TECH03
ORD005914,ACC002,Nightguard,108.69,35.92,2025-01-31,2025-02-05,Remake,TECH02
ORD005915,ACC001,Nightguard,88.83,33.74,2025-01-31,2025-02-09,Complete,TECH05
ORD005916,ACC001,Crown PFM,141.41,65.4,2025-01-31,2025-02-03,Complete,TECH05
ORD005917,ACC002,Crown PFM,163.47,58.86,2025-01-31,2025-02-10,Complete,TECH02
ORD005918,ACC012,Full Denture,687.39,323.92,2025-01-31,2025-02-06,Complete,TECH05
ORD005919,ACC010,Bridge 3-Unit,406.44,179.08,2025-01-31,2025-02-08,Complete,TECH02
ORD005920,ACC005,Crown Zirconia,163.96,52.02,2025-01-31,2025-02-05,Complete,TECH06
ORD005921,ACC002,Nightguard,106.17,36.76,2025-01-31,2025-02-05,Complete,TECH05
ORD005922,ACC003,Crown Zirconia,169.31,53.18,2025-01-31,2025-02-10,Complete,TECH06
ORD005923,ACC004,Nightguard,104.11,38.47,2025-01-31,2025-02-08,Complete,TECH05
ORD005924,ACC001,Crown PFM,164.46,56.1,2025-01-31,2025-02-12,Complete,TECH03
ORD005925,ACC010,Implant Abutment,211.66,69.89,2025-01-31,2025-02-08,Complete,TECH01
ORD005926,ACC010,Implant Abutment,200.48,67.42,2025-01-31,2025-02-08,Complete,TECH06
ORD005927,ACC001,Clear Aligner Set,513.73,181.56,2025-02-03,2025-02-10,Complete,TECH01
ORD005928,ACC002,Full Denture,616.55,330.63,2025-02-03,2025-02-11,Complete,TECH03
ORD005929,ACC009,Clear Aligner Set,590.94,201.77,2025-02-03,2025-02-11,Complete,TECH05
ORD005930,ACC005,Crown PFM,148.91,63.39,2025-02-03,2025-02-13,Complete,TECH04
ORD005931,ACC009,Implant Abutment,197.29,75.4,2025-02-03,2025-02-13,Complete,TECH03
ORD005932,ACC003,Bridge 3-Unit,416.84,184.78,2025-02-03,2025-02-09,Complete,TECH05
ORD005933,ACC004,Implant Abutment,211.41,75.06,2025-02-03,2025-02-15,Complete,TECH04
ORD005934,ACC006,Crown PFM,148.39,63.37,2025-02-03,2025-02-11,Complete,TECH05
ORD005935,ACC014,Nightguard,105.26,37.77,2025-02-03,2025-02-13,Complete,TECH03
ORD005936,ACC012,Crown Zirconia,166.5,52.58,2025-02-03,2025-02-11,Complete,TECH04
ORD005937,ACC007,Veneer,111.52,41.62,2025-02-03,2025-02-11,Complete,TECH01
ORD005938,ACC012,Veneer,120.93,41.04,2025-02-03,2025-02-06,Complete,TECH04
ORD005939,ACC003,Bridge 3-Unit,473.68,188.5,2025-02-03,2025-02-13,Complete,TECH04
ORD005940,ACC003,Crown Zirconia,187.35,60.52,2025-02-03,2025-02-09,Complete,TECH03
ORD005941,ACC001,Crown PFM,132.53,58.07,2025-02-03,2025-02-14,Complete,TECH02
ORD005942,ACC009,Full Denture,672.46,332.53,2025-02-03,2025-02-11,Complete,TECH04
ORD005943,ACC009,Crown Zirconia,165.99,57.52,2025-02-04,2025-02-10,Complete,TECH02
ORD005944,ACC003,Veneer,128.98,46.29,2025-02-04,2025-02-15,Complete,TECH01
ORD005945,ACC005,Clear Aligner Set,543.97,171.9,2025-02-04,2025-02-16,Complete,TECH01
ORD005946,ACC001,Partial Denture,430.46,160.23,2025-02-04,2025-02-14,Complete,TECH01
ORD005947,ACC003,Full Denture,727.68,307.47,2025-02-04,2025-02-08,Complete,TECH06
ORD005948,ACC008,Veneer,125.49,40.68,2025-02-04,2025-02-07,Complete,TECH05
ORD005949,ACC007,Implant Crown,318.51,99.34,2025-02-04,2025-02-15,Complete,TECH05
ORD005950,ACC013,Nightguard,108.85,37.59,2025-02-04,2025-02-07,Complete,TECH01
ORD005951,ACC001,Full Denture,746.31,307.02,2025-02-04,2025-02-08,Complete,TECH01
ORD005952,ACC003,Implant Crown,268.84,89.41,2025-02-04,2025-02-07,Complete,TECH05
ORD005953,ACC008,Implant Crown,306.92,104.67,2025-02-04,2025-02-14,Complete,TECH05
ORD005954,ACC001,Crown PFM,154.63,65.59,2025-02-04,2025-02-14,Complete,TECH05
ORD005955,ACC002,Crown Zirconia,171.58,58.17,2025-02-04,2025-02-11,Complete,TECH04
ORD005956,ACC005,Partial Denture,431.83,173.96,2025-02-04,2025-02-11,Complete,TECH02
ORD005957,ACC008,Nightguard,91.02,37.34,2025-02-04,2025-02-11,Complete,TECH02
ORD005958,ACC008,Partial Denture,398.45,175.71,2025-02-04,2025-02-13,Complete,TECH03
ORD005959,ACC002,Crown PFM,139.84,62.6,2025-02-04,2025-02-09,Complete,TECH04
ORD005960,ACC006,Partial Denture,395.64,174.32,2025-02-04,2025-02-12,Complete,TECH05
ORD005961,ACC001,Nightguard,96.77,39.71,2025-02-04,2025-02-16,Complete,TECH05
ORD005962,ACC002,Partial Denture,407.49,182.3,2025-02-04,2025-02-11,Complete,TECH04
ORD005963,ACC010,Implant Crown,326.52,97.39,2025-02-05,2025-02-11,Complete,TECH01
ORD005964,ACC010,Full Denture,749.37,297.81,2025-02-05,2025-02-11,Complete,TECH05
ORD005965,ACC002,Bridge 3-Unit,443.79,181.73,2025-02-05,2025-02-08,Complete,TECH05
ORD005966,ACC012,Partial Denture,381.99,192.79,2025-02-05,2025-02-14,Complete,TECH06
ORD005967,ACC015,Nightguard,87.02,40.26,2025-02-05,2025-02-16,Complete,TECH02
ORD005968,ACC010,Clear Aligner Set,602.46,177.29,2025-02-05,2025-02-10,Complete,TECH03
ORD005969,ACC003,Veneer,112.12,46.67,2025-02-05,2025-02-11,Complete,TECH02
ORD005970,ACC004,Nightguard,103.87,33.84,2025-02-05,2025-02-09,Complete,TECH02
ORD005971,ACC005,Veneer,135.6,44.94,2025-02-05,2025-02-13,Complete,TECH04
ORD005972,ACC005,Crown PFM,164.15,64.32,2025-02-05,2025-02-14,Complete,TECH06
ORD005973,ACC009,Full Denture,726.88,300.66,2025-02-05,2025-02-13,Complete,TECH04
ORD005974,ACC005,Nightguard,101.58,33.85,2025-02-05,2025-02-09,Complete,TECH06
ORD005975,ACC001,Partial Denture,418.42,175.64,2025-02-05,2025-02-12,Complete,TECH05
ORD005976,ACC002,Partial Denture,445.9,164.36,2025-02-05,2025-02-14,Remake,TECH01
ORD005977,ACC002,Partial Denture,390.57,190.18,2025-02-05,2025-02-10,Complete,TECH01
ORD005978,ACC001,Bridge 3-Unit,387.22,177.97,2025-02-05,2025-02-12,Complete,TECH04
ORD005979,ACC008,Full Denture,635.34,288.27,2025-02-05,2025-02-17,Complete,TECH01
ORD005980,ACC006,Nightguard,93.76,40.61,2025-02-05,2025-02-13,Remake,TECH04
ORD005981,ACC003,Crown Zirconia,158.21,54.71,2025-02-05,2025-02-13,Complete,TECH01
ORD005982,ACC005,Implant Abutment,223.71,76.5,2025-02-05,2025-02-17,Complete,TECH05
ORD005983,ACC011,Veneer,134.97,42.33,2025-02-06,2025-02-11,Complete,TECH04
ORD005984,ACC007,Crown PFM,158.75,56.16,2025-02-06,2025-02-10,Complete,TECH01
ORD005985,ACC004,Nightguard,100.12,34.03,2025-02-06,2025-02-09,Complete,TECH01
ORD005986,ACC003,Bridge 3-Unit,441.33,172.51,2025-02-06,2025-02-13,Complete,TECH05
ORD005987,ACC010,Partial Denture,391.23,179.95,2025-02-06,2025-02-11,Complete,TECH04
ORD005988,ACC001,Bridge 3-Unit,414.89,175.72,2025-02-06,2025-02-10,Complete,TECH03
ORD005989,ACC002,Nightguard,105.01,33.78,2025-02-06,2025-02-09,Complete,TECH06
ORD005990,ACC004,Full Denture,633.0,275.29,2025-02-06,2025-02-18,Complete,TECH02
ORD005991,ACC011,Bridge 3-Unit,389.42,173.24,2025-02-06,2025-02-14,Complete,TECH02
ORD005992,ACC010,Crown Zirconia,160.15,56.23,2025-02-06,2025-02-11,Complete,TECH01
ORD005993,ACC002,Crown Zirconia,173.65,56.18,2025-02-06,2025-02-10,Complete,TECH02
ORD005994,ACC004,Partial Denture,390.2,189.21,2025-02-06,2025-02-12,Complete,TECH04
ORD005995,ACC001,Partial Denture,451.09,170.63,2025-02-06,2025-02-11,Remake,TECH03
ORD005996,ACC004,Full Denture,669.52,298.9,2025-02-06,2025-02-09,Complete,TECH06
ORD005997,ACC002,Veneer,130.42,39.99,2025-02-06,2025-02-10,Complete,TECH01
ORD005998,ACC001,Full Denture,765.58,325.22,2025-02-06,2025-02-15,Complete,TECH05
ORD005999,ACC004,Partial Denture,412.68,169.89,2025-02-06,2025-02-10,Complete,TECH02
ORD006000,ACC001,Nightguard,87.67,36.35,2025-02-06,2025-02-18,Complete,TECH02
ORD006001,ACC010,Implant Crown,282.5,101.84,2025-02-06,2025-02-12,Complete,TECH06
ORD006002,ACC012,Crown PFM,153.32,59.16,2025-02-06,2025-02-18,Complete,TECH06
ORD006003,ACC003,Crown Zirconia,184.42,55.9,2025-02-06,2025-02-09,Complete,TECH04
ORD006004,ACC006,Implant Crown,266.85,88.36,2025-02-06,2025-02-09,Complete,TECH02
ORD006005,ACC002,Partial Denture,422.99,173.24,2025-02-06,2025-02-14,Complete,TECH06
ORD006006,ACC012,Full Denture,737.67,308.36,2025-02-06,2025-02-09,Complete,TECH03
ORD006007,ACC001,Crown Zirconia,161.82,54.58,2025-02-06,2025-02-14,Complete,TECH01
ORD006008,ACC001,Implant Crown,270.06,93.91,2025-02-06,2025-02-12,Complete,TECH02
ORD006009,ACC014,Implant Crown,310.93,86.37,2025-02-06,2025-02-14,Complete,TECH06
ORD006010,ACC003,Veneer,129.02,39.19,2025-02-06,2025-02-17,Complete,TECH03
ORD006011,ACC001,Implant Abutment,186.87,76.74,2025-02-06,2025-02-11,Complete,TECH01
ORD006012,ACC009,Crown PFM,160.53,63.82,2025-02-07,2025-02-11,Complete,TECH02
ORD006013,ACC003,Clear Aligner Set,518.32,206.64,2025-02-07,2025-02-13,Complete,TECH02
ORD006014,ACC012,Clear Aligner Set,597.42,175.21,2025-02-07,2025-02-18,Complete,TECH03
ORD006015,ACC003,Crown Zirconia,167.23,58.06,2025-02-07,2025-02-15,Complete,TECH05
ORD006016,ACC001,Implant Crown,325.46,101.41,2025-02-07,2025-02-11,Complete,TECH01
ORD006017,ACC007,Full Denture,763.72,309.36,2025-02-07,2025-02-19,Complete,TECH05
ORD006018,ACC002,Crown Zirconia,168.64,53.5,2025-02-07,2025-02-14,Complete,TECH06
ORD006019,ACC005,Nightguard,99.8,39.65,2025-02-07,2025-02-10,Complete,TECH04
ORD006020,ACC003,Implant Abutment,220.74,75.89,2025-02-07,2025-02-15,Complete,TECH05
ORD006021,ACC002,Full Denture,691.4,313.96,2025-02-07,2025-02-16,Complete,TECH03
ORD006022,ACC001,Implant Abutment,194.61,75.88,2025-02-07,2025-02-15,Complete,TECH04
ORD006023,ACC001,Bridge 3-Unit,425.27,174.33,2025-02-07,2025-02-16,Complete,TECH01
ORD006024,ACC009,Partial Denture,433.28,187.89,2025-02-07,2025-02-18,Complete,TECH04
ORD006025,ACC005,Crown PFM,157.31,54.89,2025-02-07,2025-02-13,Complete,TECH04
ORD006026,ACC010,Clear Aligner Set,584.29,194.59,2025-02-07,2025-02-10,Complete,TECH05
ORD006027,ACC001,Veneer,109.47,46.4,2025-02-07,2025-02-17,Complete,TECH06
ORD006028,ACC004,Bridge 3-Unit,433.38,166.07,2025-02-07,2025-02-18,Complete,TECH04
ORD006029,ACC004,Veneer,133.53,45.63,2025-02-07,2025-02-19,Complete,TECH04
ORD006030,ACC001,Partial Denture,405.52,190.11,2025-02-07,2025-02-19,Complete,TECH03
ORD006031,ACC004,Clear Aligner Set,619.95,183.53,2025-02-07,2025-02-17,Remake,TECH04
ORD006032,ACC002,Full Denture,775.5,295.25,2025-02-07,2025-02-19,Complete,TECH06
ORD006033,ACC001,Clear Aligner Set,607.4,177.42,2025-02-07,2025-02-11,Complete,TECH02
ORD006034,ACC003,Implant Crown,317.45,100.53,2025-02-10,2025-02-20,Complete,TECH03
ORD006035,ACC008,Clear Aligner Set,519.02,173.35,2025-02-10,2025-02-14,Complete,TECH04
ORD006036,ACC004,Implant Abutment,218.36,73.76,2025-02-10,2025-02-20,Complete,TECH02
ORD006037,ACC003,Crown Zirconia,171.23,59.52,2025-02-10,2025-02-20,Complete,TECH03
ORD006038,ACC005,Implant Abutment,199.83,72.1,2025-02-10,2025-02-22,Complete,TECH05
ORD006039,ACC007,Full Denture,723.28,291.83,2025-02-10,2025-02-18,Complete,TECH04
ORD006040,ACC006,Clear Aligner Set,559.58,176.44,2025-02-10,2025-02-13,Complete,TECH01
ORD006041,ACC006,Crown PFM,155.77,65.62,2025-02-10,2025-02-22,Complete,TECH01
ORD006042,ACC001,Veneer,111.36,39.5,2025-02-10,2025-02-22,Complete,TECH05
ORD006043,ACC002,Full Denture,652.63,275.13,2025-02-10,2025-02-16,Complete,TECH05
ORD006044,ACC004,Implant Crown,259.32,98.81,2025-02-10,2025-02-21,Complete,TECH06
ORD006045,ACC008,Veneer,119.22,40.79,2025-02-10,2025-02-15,Complete,TECH04
ORD006046,ACC007,Crown PFM,135.42,62.94,2025-02-10,2025-02-20,Complete,TECH03
ORD006047,ACC004,Crown Zirconia,153.19,57.52,2025-02-10,2025-02-22,Complete,TECH02
ORD006048,ACC003,Full Denture,632.78,287.11,2025-02-10,2025-02-15,Complete,TECH02
ORD006049,ACC006,Crown Zirconia,166.67,56.38,2025-02-10,2025-02-13,Complete,TECH02
ORD006050,ACC005,Implant Abutment,208.93,75.04,2025-02-10,2025-02-13,Complete,TECH03
ORD006051,ACC003,Veneer,128.78,43.08,2025-02-10,2025-02-22,Complete,TECH01
ORD006052,ACC004,Implant Crown,261.78,88.7,2025-02-10,2025-02-17,Complete,TECH06
ORD006053,ACC003,Full Denture,654.1,330.15,2025-02-10,2025-02-18,Complete,TECH04
ORD006054,ACC003,Clear Aligner Set,514.35,209.38,2025-02-11,2025-02-23,Complete,TECH03
ORD006055,ACC005,Implant Crown,283.61,100.0,2025-02-11,2025-02-19,Complete,TECH04
ORD006056,ACC002,Clear Aligner Set,530.28,179.38,2025-02-11,2025-02-22,Complete,TECH04
ORD006057,ACC011,Veneer,137.29,45.82,2025-02-11,2025-02-19,Complete,TECH01
ORD006058,ACC003,Implant Abutment,186.61,76.65,2025-02-11,2025-02-18,Complete,TECH03
ORD006059,ACC009,Crown PFM,158.99,55.4,2025-02-11,2025-02-21,Complete,TECH06
ORD006060,ACC006,Implant Abutment,205.83,68.38,2025-02-11,2025-02-16,Complete,TECH01
ORD006061,ACC012,Crown PFM,134.37,61.06,2025-02-11,2025-02-22,Complete,TECH06
ORD006062,ACC006,Clear Aligner Set,617.88,195.88,2025-02-11,2025-02-16,Complete,TECH06
ORD006063,ACC006,Full Denture,688.21,331.9,2025-02-11,2025-02-18,Complete,TECH05
ORD006064,ACC011,Crown Zirconia,152.66,54.81,2025-02-11,2025-02-17,Complete,TECH03
ORD006065,ACC004,Partial Denture,360.75,161.73,2025-02-11,2025-02-20,Complete,TECH03
ORD006066,ACC010,Bridge 3-Unit,418.36,164.57,2025-02-11,2025-02-19,Complete,TECH03
ORD006067,ACC004,Bridge 3-Unit,378.34,160.23,2025-02-11,2025-02-17,Complete,TECH03
ORD006068,ACC008,Partial Denture,417.02,183.45,2025-02-11,2025-02-17,Complete,TECH05
ORD006069,ACC002,Veneer,133.1,39.45,2025-02-11,2025-02-18,Complete,TECH02
ORD006070,ACC002,Partial Denture,445.67,191.46,2025-02-11,2025-02-19,Complete,TECH03
ORD006071,ACC004,Crown PFM,156.63,55.19,2025-02-11,2025-02-17,Remake,TECH05
ORD006072,ACC005,Crown Zirconia,150.62,57.75,2025-02-11,2025-02-15,Complete,TECH04
ORD006073,ACC002,Bridge 3-Unit,385.83,176.13,2025-02-11,2025-02-16,Complete,TECH01
ORD006074,ACC012,Bridge 3-Unit,408.56,157.73,2025-02-11,2025-02-15,Complete,TECH04
ORD006075,ACC005,Clear Aligner Set,541.4,181.47,2025-02-11,2025-02-22,Complete,TECH06
ORD006076,ACC013,Full Denture,657.87,284.69,2025-02-12,2025-02-21,Complete,TECH04
ORD006077,ACC003,Crown PFM,135.59,58.78,2025-02-12,2025-02-16,Complete,TECH03
ORD006078,ACC012,Full Denture,705.83,300.03,2025-02-12,2025-02-20,Complete,TECH06
ORD006079,ACC004,Bridge 3-Unit,437.41,178.64,2025-02-12,2025-02-19,Complete,TECH05
ORD006080,ACC002,Crown Zirconia,182.1,61.05,2025-02-12,2025-02-16,Complete,TECH06
ORD006081,ACC002,Clear Aligner Set,575.15,195.3,2025-02-12,2025-02-19,Complete,TECH01
ORD006082,ACC002,Crown Zirconia,157.43,56.99,2025-02-12,2025-02-21,Complete,TECH05
ORD006083,ACC006,Clear Aligner Set,511.64,204.93,2025-02-12,2025-02-17,Complete,TECH01
ORD006084,ACC012,Bridge 3-Unit,464.18,155.07,2025-02-12,2025-02-15,Complete,TECH02
ORD006085,ACC001,Nightguard,100.86,38.77,2025-02-12,2025-02-23,Complete,TECH05
ORD006086,ACC013,Partial Denture,395.32,180.87,2025-02-12,2025-02-23,Complete,TECH02
ORD006087,ACC004,Clear Aligner Set,512.14,197.42,2025-02-12,2025-02-20,Complete,TECH05
ORD006088,ACC013,Partial Denture,386.33,168.23,2025-02-12,2025-02-16,Complete,TECH03
ORD006089,ACC002,Bridge 3-Unit,453.53,173.59,2025-02-12,2025-02-16,Remake,TECH01
ORD006090,ACC002,Nightguard,92.97,34.48,2025-02-12,2025-02-21,Complete,TECH05
ORD006091,ACC009,Implant Crown,277.15,96.89,2025-02-12,2025-02-15,Complete,TECH06
ORD006092,ACC001,Implant Abutment,194.73,76.93,2025-02-12,2025-02-16,Complete,TECH06
ORD006093,ACC002,Bridge 3-Unit,379.05,158.88,2025-02-12,2025-02-19,Complete,TECH02
ORD006094,ACC002,Partial Denture,399.05,159.82,2025-02-12,2025-02-21,Complete,TECH01
ORD006095,ACC003,Bridge 3-Unit,443.0,179.61,2025-02-12,2025-02-24,Complete,TECH05
ORD006096,ACC005,Partial Denture,425.45,191.16,2025-02-12,2025-02-23,Complete,TECH06
ORD006097,ACC011,Veneer,122.6,39.9,2025-02-12,2025-02-20,Complete,TECH02
ORD006098,ACC009,Crown PFM,131.24,64.88,2025-02-13,2025-02-21,Complete,TECH01
ORD006099,ACC001,Clear Aligner Set,593.27,190.83,2025-02-13,2025-02-20,Complete,TECH04
ORD006100,ACC009,Bridge 3-Unit,414.19,160.4,2025-02-13,2025-02-17,Complete,TECH04
ORD006101,ACC008,Nightguard,99.57,35.02,2025-02-13,2025-02-22,Complete,TECH06
ORD006102,ACC013,Implant Crown,297.89,92.49,2025-02-13,2025-02-24,Complete,TECH06
ORD006103,ACC001,Nightguard,89.52,40.49,2025-02-13,2025-02-22,Complete,TECH06
ORD006104,ACC002,Bridge 3-Unit,459.59,170.08,2025-02-13,2025-02-24,Complete,TECH01
ORD006105,ACC004,Crown PFM,140.44,62.63,2025-02-13,2025-02-23,Complete,TECH06
ORD006106,ACC002,Nightguard,100.09,36.23,2025-02-13,2025-02-17,Complete,TECH06
ORD006107,ACC004,Clear Aligner Set,576.56,197.9,2025-02-13,2025-02-21,Complete,TECH02
ORD006108,ACC003,Veneer,129.6,41.77,2025-02-13,2025-02-16,Complete,TECH04
ORD006109,ACC004,Crown PFM,156.72,61.4,2025-02-13,2025-02-20,Complete,TECH05
ORD006110,ACC002,Clear Aligner Set,578.8,202.5,2025-02-13,2025-02-21,Complete,TECH04
ORD006111,ACC003,Partial Denture,425.05,173.33,2025-02-13,2025-02-19,Complete,TECH05
ORD006112,ACC012,Full Denture,767.03,295.02,2025-02-13,2025-02-20,Complete,TECH05
ORD006113,ACC002,Full Denture,659.24,283.42,2025-02-13,2025-02-25,Complete,TECH03
ORD006114,ACC003,Implant Crown,314.72,102.4,2025-02-13,2025-02-21,Complete,TECH05
ORD006115,ACC001,Implant Abutment,180.19,69.31,2025-02-13,2025-02-21,Complete,TECH01
ORD006116,ACC012,Crown Zirconia,149.57,55.8,2025-02-13,2025-02-17,Complete,TECH06
ORD006117,ACC002,Partial Denture,378.15,185.63,2025-02-13,2025-02-16,Complete,TECH03
ORD006118,ACC008,Implant Abutment,178.66,66.78,2025-02-13,2025-02-18,Complete,TECH02
ORD006119,ACC002,Bridge 3-Unit,422.08,178.57,2025-02-13,2025-02-23,Complete,TECH01
ORD006120,ACC015,Implant Crown,319.45,102.43,2025-02-13,2025-02-24,Complete,TECH01
ORD006121,ACC001,Crown Zirconia,166.71,61.33,2025-02-13,2025-02-25,Complete,TECH06
ORD006122,ACC008,Implant Crown,281.67,103.11,2025-02-14,2025-02-22,Complete,TECH02
ORD006123,ACC013,Crown Zirconia,151.41,52.91,2025-02-14,2025-02-26,Complete,TECH04
ORD006124,ACC002,Veneer,134.73,40.63,2025-02-14,2025-02-26,Complete,TECH02
ORD006125,ACC002,Crown Zirconia,185.53,62.6,2025-02-14,2025-02-19,Complete,TECH02
ORD006126,ACC001,Partial Denture,427.79,170.44,2025-02-14,2025-02-21,Complete,TECH06
ORD006127,ACC010,Crown PFM,139.01,66.06,2025-02-14,2025-02-17,Complete,TECH02
ORD006128,ACC008,Implant Abutment,202.17,68.72,2025-02-14,2025-02-17,Complete,TECH01
ORD006129,ACC001,Nightguard,89.14,34.02,2025-02-14,2025-02-25,Complete,TECH01
ORD006130,ACC004,Bridge 3-Unit,432.37,188.04,2025-02-14,2025-02-25,Complete,TECH04
ORD006131,ACC005,Implant Crown,269.59,87.5,2025-02-14,2025-02-26,Complete,TECH04
ORD006132,ACC011,Crown PFM,138.1,56.15,2025-02-14,2025-02-20,Remake,TECH06
ORD006133,ACC003,Veneer,115.67,45.09,2025-02-14,2025-02-19,Complete,TECH01
ORD006134,ACC001,Full Denture,623.28,275.59,2025-02-14,2025-02-23,Remake,TECH01
ORD006135,ACC001,Implant Abutment,180.89,65.12,2025-02-14,2025-02-22,Complete,TECH06
ORD006136,ACC004,Implant Abutment,181.99,73.74,2025-02-17,2025-02-22,Complete,TECH06
ORD006137,ACC007,Implant Crown,299.02,93.24,2025-02-17,2025-02-27,Complete,TECH02
ORD006138,ACC007,Veneer,119.33,45.59,2025-02-17,2025-03-01,Complete,TECH05
ORD006139,ACC013,Nightguard,97.3,37.65,2025-02-17,2025-02-27,Complete,TECH04
ORD006140,ACC004,Veneer,135.53,46.33,2025-02-17,2025-02-27,Complete,TECH04
ORD006141,ACC007,Bridge 3-Unit,460.93,175.23,2025-02-17,2025-03-01,Complete,TECH02
ORD006142,ACC006,Bridge 3-Unit,382.38,171.73,2025-02-17,2025-02-24,Complete,TECH03
ORD006143,ACC001,Implant Abutment,191.06,74.01,2025-02-17,2025-02-28,Complete,TECH01
ORD006144,ACC007,Veneer,132.85,40.69,2025-02-17,2025-02-28,Complete,TECH06
ORD006145,ACC001,Clear Aligner Set,585.38,201.98,2025-02-17,2025-02-20,Complete,TECH02
ORD006146,ACC006,Crown Zirconia,162.85,56.66,2025-02-17,2025-02-25,Complete,TECH05
ORD006147,ACC002,Clear Aligner Set,509.58,209.99,2025-02-17,2025-02-23,Complete,TECH06
ORD006148,ACC003,Bridge 3-Unit,381.46,185.52,2025-02-17,2025-03-01,Complete,TECH02
ORD006149,ACC009,Clear Aligner Set,520.12,174.76,2025-02-17,2025-02-24,Complete,TECH01
ORD006150,ACC013,Implant Crown,293.31,102.85,2025-02-17,2025-02-20,Complete,TECH02
ORD006151,ACC014,Veneer,136.91,39.38,2025-02-17,2025-02-27,Complete,TECH05
ORD006152,ACC007,Bridge 3-Unit,383.79,185.34,2025-02-18,2025-02-26,Complete,TECH06
ORD006153,ACC003,Implant Crown,304.51,91.47,2025-02-18,2025-02-21,Complete,TECH04
ORD006154,ACC008,Nightguard,102.32,38.59,2025-02-18,2025-03-01,Complete,TECH05
ORD006155,ACC005,Clear Aligner Set,622.48,178.02,2025-02-18,2025-02-23,Complete,TECH01
ORD006156,ACC009,Crown PFM,157.33,60.21,2025-02-18,2025-02-21,Complete,TECH03
ORD006157,ACC001,Clear Aligner Set,537.67,201.23,2025-02-18,2025-02-22,Complete,TECH02
ORD006158,ACC003,Crown Zirconia,176.88,55.3,2025-02-18,2025-02-21,Complete,TECH03
